review_id,order_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp
c6238d9d231121c615c2bbe9834b22d8,cfe7f525524a8cd367ada41bddf72f11,5,bom,QUE CONTINUE COM ESTA PONTUALIDADE NA ENTREGA ESPERO QUE O PRODUTO SEJA BOM,2018-07-26 00:00:00,2018-07-27 11:37:55
c90bac0feb2095b384ca49f544912576,14b5c4cd4b8db87b8c7582add54038c5,5,,,2018-05-03 00:00:00,2018-05-04 11:50:14
4f732c36c8fd9fd01559de037f92520f,243b66cfd676e63e7db35e7341acdf7b,1,,"Rapidez para efetuar a compra, porém prazo expirou e não recebi meu produto.
Desrespeito como o consumidor!",2018-03-10 00:00:00,2018-03-10 18:26:11
c2bd77141eecd5f4641d8fa2087000a9,cc5f102c481f67aeb5e598a26d5db0f6,4,,,2018-03-17 00:00:00,2018-03-20 09:40:20
0642c739b6f227ffd6c686d3dc4d09d4,a38cca6e536fd8ada7779138a6e36d43,2,,,2018-04-04 00:00:00,2018-04-05 15:52:48
9e4ad13c3450de5ed5bc95d356dc6544,53ac46162dfb7cb376df27dd85690fb5,1,,demorou mto pra fazer a entrega.,2018-02-16 00:00:00,2018-02-19 15:21:49
97dfcfb0a12b2dda1a28b03176b43220,ede4ebbb6e36cbd377eabcc7f5229575,4,,,2017-12-27 00:00:00,2017-12-27 23:06:25
655efe0416ea3045a0df3bc4205d3c98,d8d5f372b6b1d10843065cbd97d6c55b,5,,A entrega foi antes.do prazo muitobom,2017-11-23 00:00:00,2017-11-23 14:34:12
48bec7b6f7d385e9d648d5f4ea72b6c9,510ad2b778bb4dc4eed820d1c8d22d91,2,,"Bom dia, o frete foi o dobro do valor do produto e o demorou quase dois meses para ser entregue, não vou mais comprar desse fornecedor e vou tomar mais cuidado com os periodos e valores do frente.",2018-01-05 00:00:00,2018-01-08 14:09:12
d26c00a718d7fee81ce95b080438015f,8c6a8f98b933ff47c7aa8404079d9136,5,Bom,Produto chegou antes do prazo parabéns a empresa,2018-08-25 00:00:00,2018-08-25 23:33:36
a7bd2698d29a78dfe94e08f1d4089c8e,55cb95c5d7432b481870e028524b53e2,5,,"Primeira vez que compro no site da lannister, e tudo veio certinho e no prazo. Super aprovada e podem comprar sem medo. Loja Top :)",2018-02-01 00:00:00,2018-02-10 12:59:42
b197e6d9f6980e5814e29303f9e07bad,a0b393aaf1085966f34beb2d95817462,5,Ótimo!,,2018-05-15 00:00:00,2018-05-16 01:19:19
f4daa1fd422c2b68b0e5aa415a7f65a7,aa6bad8e7c086d7f65fbd2dd0131cf84,5,,,2017-08-29 00:00:00,2017-08-30 01:09:50
a8b9763f123a8f5de151742292b2ec34,e4540dca189fca9cd33eb4bac11fb772,5,SUPER RECOMENDO,"AMEI MEU PRODUTO BEM COMO NA FOTO, COM CERTEZA VOU EFETUAR MUITAS OUTRAS COMPRAS !!! MUITO GRATA!!1",2018-08-25 00:00:00,2018-08-25 17:24:21
67c91387ea50724fe2d2dd13a278f848,2b7e3239c2257eb4a6cc95f73285b970,4,,,2018-05-08 00:00:00,2018-05-10 15:04:49
bb7b8010e464378075c0a92d1e4ac99b,d155a1a261652fa30114d2b6c6373e21,5,,,2017-12-18 00:00:00,2017-12-19 14:43:44
c89e318fa70de6cfca1f4c76e463c10d,83d8eb18982d706a86805eb80e12e88f,2,Ruim,Não recomendo a referida loja,2018-04-27 00:00:00,2018-04-30 23:28:06
b9f644f91c310e6342988c531202daaa,c385d065ccadb0335bc00726a9be8858,4,,,2018-03-29 00:00:00,2018-03-31 21:25:37
cc3efd98926840165b10a805903b44b4,fc6f84b0e39444f7c25d54107317faca,5,,,2018-02-08 00:00:00,2018-02-09 13:20:20
9e610e33b5248e326b343eb065a871b3,d8b396712d55ccad35aa9a1391aa74a1,1,,,2018-02-25 00:00:00,2018-02-25 10:59:53
1c55c095c5d69eb342f8a510fa33dcb3,4f472a900e0778e5612c2320b5c0eefd,5,,Entrega super rápida!,2017-08-19 00:00:00,2017-08-21 19:32:41
c61b2b1840bc651014a5fd0cebbceaa4,a71ebda57a67e6349ab52539913f78d8,5,,,2018-08-03 00:00:00,2018-08-04 10:11:28
4bb54472425f05a118ff9b476cd2af4c,34658a3acc2e95feb3382c78cbc1564c,3,,,2018-03-03 00:00:00,2018-03-03 16:58:23
86cc9fcde56bd6cb5fe69636a9743dd9,7463f829999f41a9eea1e98f4e52b48d,5,,,2017-10-19 00:00:00,2017-10-21 14:29:04
af4481e18bc9f13e71fcf63cc17748c5,c4a8606aecc96f014ba9ebac203d0e19,1,,"Comprei duas unidades de um determinado produto, sendo que, chegou apenas uma",2018-03-16 00:00:00,2018-03-19 18:57:50
7597944c52f061f283e1ac91f8dcae0d,f2df3f69fb9dbe0d8e932a7ec18c5a3a,5,,"Como sempre, excelente",2017-11-02 00:00:00,2017-11-03 15:44:00
0f7468280f650899160a021ea0c81968,357f073c68543005a0065892f53ae4f4,5,,,2018-08-01 00:00:00,2018-08-01 16:13:25
901d3417f02a2959dc7e3630ff0c834a,e69ea0f5ba6fda2442f0889a6754242e,5,,,2018-06-13 00:00:00,2018-06-14 10:43:21
619e1d04b60a6042d76ff7718e4d3b34,f942f4561527e662c38b37acfc493464,5,,,2018-03-05 00:00:00,2018-03-05 20:00:53
6827256dec6e9cea6432169c4c2ad4c2,b8c6d75388bad0d20626aa31f173d5fb,5,,,2017-06-27 00:00:00,2017-06-28 16:19:22
91a6b372f3de95a3d765b016fe876fc7,eca3005a4f60ceb77b67a30b74095ddf,5,,Muito bom produto,2017-08-02 00:00:00,2017-08-02 20:55:23
285602b69a6385e63181799594dc6fe3,040729c8c0dc6288b3fb10ca9da26f72,5,,,2018-05-15 00:00:00,2018-05-15 17:52:26
3f1afec52931d1e5516e82fcd4bf4347,a07589bd08c0f6f6e01dad0a425aa352,5,Excelente,Adorei o produto é a compra excelente!,2018-06-28 00:00:00,2018-07-01 00:51:07
eccd865b0ba889cf2c0799e3a25e4369,1e8d7572730e1a9c9498d628313192b4,5,,,2018-05-08 00:00:00,2018-05-10 14:18:10
83c62fae5520c0f2dc8ee76ca9096436,6507e6d141c37a9f7813b5432ba24844,5,Ótima,Recebi a mercadoria no prazo correto,2018-06-28 00:00:00,2018-07-03 11:30:19
a9fe50d9e67aa02cf85685bec09fc594,35e3f3cac84a02e430e53ca318ce9791,1,,,2018-02-23 00:00:00,2018-02-24 23:27:15
34f1d3289c373fcd75b4a7c1600f1a3c,a2c0b2415d93b4f58c27e69c87035638,1,,NO SITE MOSTRA UM PRODUTO E ENTRAGA OUTRO E NÃO ACEITA QUE ESTÁ ERRADO. NUNCA MAIS COMPRO DAS lannister,2017-06-08 00:00:00,2017-06-08 15:42:45
6766892b727cf2c0f76049d1e7a0dbe0,f17168721437c520f0336574d898eacb,5,,Ótima loja,2017-07-01 00:00:00,2017-07-01 23:38:28
470b43a575cb1ed3acf3b4f660e8a542,039ec885e36627ae6353cfd42a41c5da,1,,estou pagando pelo produto e ate exato momento ele não chegou a minha residencia.,2018-03-21 00:00:00,2018-03-23 18:24:46
24bb4b5847d2d78da0a6859b0f988ddd,9a20d02245abb1a63e3ab97e32ea2274,1,Com defeito,"Tampa da garrafa espanada, não fecha corretamente",2018-06-08 00:00:00,2018-06-11 20:23:13
69c450339ce5ec8f28074ea31a3e424c,f313336cf2b038a3ef433d8e48aec4d5,4,Não recebi os cartuchos,"Já recebi as lentes, porém, não recebi os cartuchos. E não consigo rastrear o pedido no aplicativo.",2018-05-24 00:00:00,2018-05-25 00:52:37
d9399b01d48de8b4f1e365e2a0d3bf0a,aaab96ab260f2839451f9c2839d59109,4,,,2017-10-19 00:00:00,2017-10-19 21:53:27
4aedfe8235e44111114a6e27a9587648,54d0bf2cd634845822e8b0c29f3834ca,5,Recomendo com restrições.,"Bom para aplicação de defensivos e adubos diluídos. Produto reforçado, boa pressão, mas esguicho bem fraco.",2018-08-17 00:00:00,2018-08-17 20:11:25
e60fff0e79ffaec6aaed8819b27e98e2,3999a126b43090c600e16c9044722e1c,5,,"O emborrachamento e acabamento são ótimos. A película é boa, mas precisa de experiência para tirar as bolhas de ar.",2018-02-24 00:00:00,2018-02-24 17:37:38
b8e9df6f19cafbb2a40a19c2f1f43543,03b89e8b0ef3ba18cc903dbaa7aff107,5,,,2018-07-13 00:00:00,2018-07-13 22:26:32
b56193317070f52d2389ff2cfe25d1dd,6f634fcca0b64bdf097263da788326b5,5,,,2017-11-01 00:00:00,2017-12-02 19:58:20
9808e306a38ad4770b232b19f7d69476,44c339e34fab21675d63cd6eca337696,5,,"Chegou no Prazo!!
Ameeei a encomenda",2017-12-06 00:00:00,2017-12-08 15:25:13
e0f4079073d0bccba36548fc6a2ae595,bd751ddcab3b8972d79a87e9cb5df8f4,5,,"chegou tudo certinho, recomendo a loja...",2017-05-03 00:00:00,2017-05-04 02:49:36
